Code,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Name,Country,Latitude,Longitude,Elevation (meters),Time from GMT
SMO,1983,340.92,340.68,340.78,340.98,341.42,341.9,342.06,341.93,341.86,342.1,342.26,342.6,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1984,343.16,343.26,343.08,342.52,342.13,342.46,342.93,343.21,343.3,343.22,343.53,344.17,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1985,344.41,344.74,344.96,344.43,344.04,344.33,344.7,344.64,344.47,344.62,345.02,345.29,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1986,345.6,345.81,345.65,345.29,345.52,346.33,346.03,345.48,345.77,346.06,346.17,346.27,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1987,346.61,347.16,347.17,346.75,346.83,347.16,347.4,347.83,348.21,348.39,348.83,349.27,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1988,349.52,349.97,350.44,350.76,350.52,350.13,350.25,350.29,350.07,350.49,351.17,351.63,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1989,352.04,352.15,352.04,352.28,352.22,351.5,351.56,351.68,351.57,351.79,352.07,352.27,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1990,352.46,352.57,353.14,353.11,352.54,352.76,353.03,353.17,353.15,353.1,353.33,353.8,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1991,354.5,354.97,354.62,354.17,354.25,354.3,354.5,354.29,353.91,354.04,354.62,354.98,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1992,354.61,354.83,355.0,354.71,354.83,355.14,355.65,355.56,355.28,355.27,355.29,355.54,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1993,355.55,355.77,356.16,355.51,355.06,355.5,355.81,356.05,355.96,355.94,356.45,356.87,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1994,357.1,357.71,357.85,357.24,357.12,357.37,357.31,357.25,357.36,357.69,358.17,358.53,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1995,358.79,359.28,359.24,358.95,359.16,359.39,359.58,359.53,359.47,359.67,360.16,360.74,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1996,361.33,361.9,361.49,360.56,360.83,361.09,360.9,360.89,360.88,361.02,361.45,361.91,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1997,362.12,362.37,362.52,362.29,361.67,361.34,361.82,362.04,362.28,362.85,363.24,363.48,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1998,363.47,363.49,363.52,363.53,364.1,364.74,364.88,365.14,365.4,365.55,366.0,366.47,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,1999,366.81,366.8,366.5,367.01,367.52,367.19,367.16,367.3,366.98,366.89,367.25,367.71,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2000,368.17,368.48,368.4,367.76,367.09,367.36,368.2,368.45,368.26,368.44,368.99,369.32,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2001,369.53,369.96,369.85,368.9,368.65,369.63,370.57,370.23,369.75,370.07,370.57,370.91,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2002,371.19,371.61,371.84,371.28,370.96,371.33,371.81,372.0,372.02,372.42,372.97,373.3,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2003,373.28,373.35,374.03,374.0,373.57,373.53,373.98,374.48,374.39,374.3,374.58,375.15,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2004,375.62,375.96,376.02,375.42,375.31,375.85,376.21,376.2,375.99,375.99,376.43,377.09,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2005,377.1,377.24,378.04,377.9,377.21,377.62,378.19,378.35,378.2,378.52,379.19,379.53,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2006,380.33,380.79,380.16,379.77,379.51,379.45,379.73,379.73,379.78,379.87,380.53,381.18,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2007,381.17,381.91,382.47,381.72,381.51,381.88,382.11,382.04,381.86,382.46,383.08,383.49,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2008,384.17,384.22,383.74,383.69,384.12,384.07,383.66,383.73,383.82,383.97,384.59,385.31,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2009,385.36,385.6,386.24,385.67,385.05,385.09,385.24,385.47,385.4,385.46,385.91,386.22,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2010,386.64,387.34,387.34,387.74,387.74,387.78,387.88,387.87,387.63,387.69,388.26,388.99,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2011,389.48,389.33,388.74,388.73,389.14,388.97,389.29,389.88,389.78,389.98,390.36,390.58,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2012,391.27,391.75,391.64,391.17,391.04,391.42,391.36,391.32,391.63,392.09,392.6,393.0,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2013,394.18,394.79,394.34,394.78,394.65,393.95,394.37,394.73,394.53,394.53,394.92,395.73,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2014,396.33,396.42,396.17,395.48,395.1,395.76,396.77,396.55,396.27,396.4,396.53,397.48,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2015,398.35,398.48,398.66,398.43,397.83,397.71,397.92,398.19,398.39,398.57,399.03,399.77,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2016,400.36,400.9,401.64,401.37,401.24,402.02,402.47,402.46,402.1,402.18,402.55,403.24,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SMO,2017,404.05,404.11,403.38,402.49,402.16,403.09,404.01,403.79,403.76,404.24,404.75,405.32,Tutuila,American Samoa,-14.247,-170.56400000000002,42.0,-11 hours
SPO,1975,330.02,330.02,330.02,330.02,330.02,330.02,329.39,329.86,330.05,330.27,330.47,330.08,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1976,329.46,329.22,329.18,329.37,329.61,329.78,330.16,330.69,331.16,331.52,331.48,331.07,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1977,330.85,330.86,330.71,330.52,330.66,331.0,331.55,332.48,333.0,332.81,332.48,332.38,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1978,332.46,332.34,332.27,332.6,333.14,333.48,333.85,334.38,334.84,335.33,335.28,334.81,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1979,334.36,333.89,333.64,333.82,334.21,334.43,334.98,335.56,335.6,335.59,335.64,335.8,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1981,339.29,339.29,339.29,339.29,339.29,339.29,339.1,339.45,339.45,339.39,339.31,339.03,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1982,338.83,338.7,338.65,338.93,339.15,339.25,339.56,340.02,340.32,340.37,340.2,339.98,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1983,339.87,339.72,339.7,340.14,340.62,340.84,341.17,341.72,342.01,342.04,341.99,341.87,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1984,341.75,341.69,341.62,341.6,341.72,341.95,342.37,342.86,343.16,343.23,343.12,343.01,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1985,342.99,343.07,342.97,342.98,343.26,343.5,344.01,344.55,344.72,344.79,344.77,344.66,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1986,344.56,344.34,344.27,344.41,344.61,344.87,345.22,345.74,346.07,346.05,345.97,345.92,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1987,345.9,345.9,346.0,346.19,346.35,346.8,347.32,347.75,348.22,348.42,348.44,348.46,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1988,348.35,348.15,348.25,348.51,348.66,348.96,349.36,349.79,350.06,350.17,350.16,350.09,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1989,350.16,350.09,350.05,350.14,350.27,350.54,350.97,351.43,351.63,351.77,352.04,351.88,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1990,351.34,351.03,350.93,351.16,351.64,351.86,352.19,352.6,352.79,352.93,352.9,352.79,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1991,352.73,352.47,352.43,352.75,352.87,353.08,353.63,353.97,354.05,354.0,353.96,353.98,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1992,353.72,353.33,353.18,353.4,353.73,354.19,354.74,355.1,355.29,355.27,355.2,355.05,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1993,354.78,354.59,354.44,354.38,354.48,354.82,355.34,355.72,355.86,355.86,355.74,355.58,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1994,355.48,355.44,355.5,355.56,355.61,355.99,356.44,356.94,357.41,357.51,357.47,357.45,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1995,357.34,357.21,357.24,357.5,357.69,357.88,358.29,358.67,358.91,359.3,359.46,359.26,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1996,359.19,359.16,359.16,359.15,359.18,359.38,359.86,360.37,360.55,360.52,360.43,360.51,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1997,360.53,360.44,360.38,360.49,360.82,361.09,361.33,361.7,362.03,362.15,362.25,362.26,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1998,362.24,362.32,362.49,362.75,363.11,363.57,364.15,364.69,365.02,365.12,365.1,365.13,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,1999,365.08,364.92,364.9,365.03,365.23,365.49,365.74,366.13,366.47,366.61,366.7,366.65,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2000,366.49,366.23,366.06,366.12,366.3,366.53,366.89,367.37,367.61,367.71,367.8,367.81,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2001,367.74,369.18,369.18,369.18,369.18,369.18,368.7,369.12,369.47,369.8,369.83,369.62,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2002,369.34,369.19,369.3,369.49,369.8,370.21,370.76,371.32,371.7,371.96,371.94,371.85,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2003,371.94,371.94,371.94,372.09,372.43,372.79,373.15,373.62,373.99,373.98,373.91,373.96,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2004,373.86,373.64,373.61,373.81,374.1,374.49,374.95,375.46,375.74,375.77,375.65,375.6,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2005,375.51,375.21,375.18,375.52,375.95,376.52,377.03,377.48,377.82,377.94,377.88,377.89,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2006,377.78,377.58,377.66,377.9,378.15,378.42,378.8,379.23,379.48,379.61,379.62,379.59,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2007,379.56,379.47,379.47,379.72,380.11,380.49,380.92,381.4,381.74,381.85,381.88,381.9,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2008,381.78,381.71,381.81,381.93,382.04,382.31,382.84,383.31,383.57,383.71,383.66,383.62,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2009,383.51,383.19,383.16,383.37,383.53,383.84,384.3,384.65,384.95,385.21,385.24,385.19,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2010,385.07,384.78,384.66,384.78,385.06,385.61,386.3,386.99,387.35,387.43,387.46,387.37,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2011,387.19,386.94,386.81,386.95,387.16,387.47,387.92,388.46,388.83,389.02,389.15,389.2,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2012,388.78,388.31,388.44,388.78,389.05,389.46,390.17,390.86,391.18,391.27,391.32,391.33,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2013,391.24,391.11,391.16,391.55,392.07,392.51,393.09,393.66,393.97,393.99,393.94,393.97,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2014,393.88,393.64,393.5,393.66,394.06,394.47,394.93,395.43,395.79,395.92,395.88,395.82,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2015,395.78,395.64,395.66,396.04,396.48,396.89,397.35,397.95,398.42,398.52,398.55,398.56,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2016,398.56,398.71,398.87,399.2,399.84,400.36,400.87,401.35,401.6,401.7,401.51,401.26,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
SPO,2017,401.13,401.04,400.97,401.1,401.55,401.98,402.47,403.14,403.55,403.65,403.65,403.67,"South Pole, Antarctica",United States,-89.98,-24.8,2810.0,+12 hours
STM,1981,341.56,341.56,345.86,345.72,346.57,345.01,337.62,333.0,335.18,339.49,342.91,344.22,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1982,344.67,345.32,345.85,345.92,345.76,344.72,338.8,332.38,333.29,338.34,342.15,344.51,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1983,345.31,345.63,347.08,347.59,346.57,344.46,338.85,334.14,335.63,340.76,343.84,346.08,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1984,347.69,348.27,349.26,349.65,347.89,345.2,340.49,336.19,338.95,342.82,345.09,347.2,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1985,348.64,349.64,350.89,351.68,351.23,347.94,341.86,337.04,338.08,342.97,346.99,349.43,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1986,351.01,351.36,352.54,353.43,352.0,348.89,343.6,338.71,339.17,343.97,348.57,350.67,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1987,351.61,352.87,353.69,353.63,352.82,350.65,345.7,340.83,340.77,345.42,350.24,352.54,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1988,354.77,355.99,356.16,356.81,356.31,353.88,348.1,343.46,345.44,350.45,353.68,355.66,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1989,356.7,357.36,358.18,358.79,358.44,355.89,350.16,345.49,346.52,350.96,355.19,357.28,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1990,358.4,359.44,360.04,360.02,358.99,355.31,349.59,345.72,347.68,351.92,355.41,357.67,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1991,359.54,361.1,361.48,361.2,360.65,357.76,352.62,348.29,349.11,353.38,357.23,359.12,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1992,359.83,360.56,361.95,362.6,361.38,358.75,352.64,346.91,347.63,352.67,357.05,359.26,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1993,360.15,361.17,362.5,362.93,362.82,360.43,352.97,347.59,349.32,354.04,358.41,362.0,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1994,362.73,362.94,363.99,363.83,362.79,360.22,354.53,349.81,351.06,357.04,360.83,362.55,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1995,363.57,364.37,365.64,365.86,364.64,361.6,356.51,352.22,353.2,357.7,361.98,364.75,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1996,366.41,366.29,367.04,368.28,367.18,365.07,360.74,354.49,355.92,362.33,364.4,364.71,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1997,366.34,368.13,368.78,368.71,368.05,365.55,359.22,354.18,356.01,361.34,366.13,369.12,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1998,369.91,369.73,369.92,369.91,370.31,368.75,362.6,357.79,359.41,364.64,368.0,370.55,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,1999,372.96,373.46,373.78,373.95,372.85,370.3,364.09,359.09,361.99,366.71,368.99,371.7,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2000,373.18,373.87,374.68,374.28,373.7,371.78,365.89,360.78,363.4,369.3,373.14,374.97,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2001,376.33,376.66,376.59,376.73,375.86,372.67,366.99,361.62,363.24,368.55,372.44,374.68,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2002,376.38,377.54,377.86,377.43,376.2,373.45,368.59,363.66,364.93,370.71,375.76,378.32,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2003,378.95,379.42,380.63,381.48,380.4,377.32,371.97,367.29,368.82,375.46,379.82,380.51,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2004,381.14,381.83,383.02,383.61,382.3,380.16,374.31,368.39,370.04,375.31,378.99,381.86,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2005,382.52,382.74,384.18,384.98,384.42,381.31,375.32,370.62,371.66,377.72,381.41,379.72,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2006,385.12,386.93,387.68,387.47,386.76,384.28,378.67,373.69,374.79,379.33,384.33,387.55,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2007,387.71,387.67,388.74,389.08,388.13,384.24,377.97,373.68,375.3,380.38,385.93,388.81,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2008,389.99,390.84,391.82,392.0,390.58,387.83,381.66,376.64,377.57,381.76,387.11,390.29,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
STM,2009,391.17,392.04,392.78,392.79,392.17,389.19,382.2,377.26,378.31,384.79,390.0,387.52,Ocean Station M,Norway,66.0,2.0,0.0,+0 hours
SUM,1997,360.86,360.86,360.86,360.86,360.86,363.22,359.14,355.78,356.58,360.47,364.14,366.71,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,1998,368.04,369.1,369.87,370.13,369.81,367.26,362.95,368.17,368.17,368.17,368.17,368.17,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2000,367.47,367.47,367.47,367.47,367.47,367.47,367.47,362.63,363.03,367.45,371.58,372.67,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2001,374.16,375.58,375.37,376.04,376.04,372.86,367.67,363.81,363.91,368.01,372.38,374.48,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2002,375.33,376.73,377.74,378.01,377.91,377.14,377.14,377.14,377.14,377.14,377.14,377.14,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2003,374.33,374.33,374.33,374.33,374.33,374.33,374.33,368.44,369.37,374.34,379.06,380.46,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2004,380.07,380.93,382.58,382.8,381.37,378.47,373.88,369.46,369.52,373.84,378.53,381.34,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2005,383.01,383.26,383.4,384.26,384.54,381.23,375.49,371.48,372.59,376.45,380.9,383.42,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2006,384.69,385.53,386.12,386.89,386.93,384.49,378.96,374.17,374.68,379.53,384.37,386.16,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2007,386.86,387.71,388.45,388.42,387.36,384.71,379.15,375.11,376.04,380.92,385.05,386.86,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2008,388.8,390.25,390.71,390.99,390.78,387.77,381.86,377.79,377.9,382.15,386.81,389.48,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2009,390.49,391.18,392.15,392.72,392.22,389.03,382.51,378.26,378.85,382.84,387.9,389.77,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2010,391.41,393.35,393.77,394.09,393.6,390.35,385.38,382.06,383.23,387.46,392.08,394.09,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2011,395.18,396.22,396.73,397.16,397.2,393.63,387.23,382.26,383.05,388.39,393.47,396.03,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2012,397.31,397.78,398.14,398.81,398.12,394.47,388.93,385.14,386.09,390.84,394.9,397.14,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2013,399.26,400.23,400.87,401.99,401.68,398.78,392.9,388.19,389.25,393.89,397.8,400.93,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2014,403.11,403.76,403.66,403.85,403.8,400.35,393.69,389.59,389.99,394.81,399.57,402.01,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2015,403.11,404.13,405.15,405.98,405.48,401.6,395.42,391.96,393.04,397.08,402.4,405.31,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2016,406.87,408.09,408.2,408.35,407.9,404.43,398.42,394.51,396.88,402.36,406.47,408.45,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SUM,2017,410.11,410.93,411.44,411.95,411.27,408.26,402.04,397.21,398.41,404.18,408.99,410.37,Summit,Greenland,72.596,-38.422,3209.5,-2 hours
SYO,1986,345.67,344.91,344.88,344.8,344.91,345.16,345.68,346.29,346.54,346.54,346.36,346.29,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1988,349.09,349.08,348.87,348.76,349.0,349.2,349.66,350.22,350.33,350.33,350.32,350.23,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1990,352.0,352.18,352.11,351.68,351.78,352.07,352.32,352.69,353.0,353.6,353.83,353.17,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1991,352.62,352.59,352.84,352.99,353.07,353.48,353.91,354.19,354.27,354.12,354.12,354.04,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1992,353.71,353.36,353.21,353.4,353.82,354.38,354.78,355.1,355.48,355.68,355.44,355.0,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1993,354.39,353.91,353.91,354.04,354.27,354.56,354.95,355.49,355.81,355.88,355.78,355.55,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1994,355.28,355.16,355.27,355.5,355.74,355.94,356.34,356.96,357.3,357.38,357.46,357.5,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1995,357.33,357.12,357.16,357.47,357.77,358.07,358.44,358.66,358.92,359.24,359.42,359.44,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1996,359.44,359.49,359.47,359.54,359.77,360.11,360.35,360.61,360.96,361.03,360.88,360.85,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1997,360.8,360.51,360.43,360.72,360.99,361.18,361.38,361.72,362.06,362.15,362.17,362.24,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,1999,365.19,364.86,364.75,364.96,365.27,365.55,365.89,366.41,366.64,366.69,366.75,366.67,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2000,366.5,366.23,366.13,366.36,366.62,366.74,367.03,367.48,367.66,367.69,367.76,367.73,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2001,367.56,367.45,367.53,367.78,368.03,368.3,368.76,369.32,369.8,369.97,369.92,369.71,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2002,369.58,369.53,369.49,369.84,370.16,370.45,371.04,371.55,371.89,372.05,372.0,371.95,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2003,372.0,372.04,372.19,372.45,372.69,373.01,373.44,373.98,374.23,374.1,373.99,373.91,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2004,373.85,374.07,374.32,374.43,374.71,375.14,375.51,375.87,376.02,375.96,375.87,375.69,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2005,375.58,375.69,375.82,376.05,376.43,376.88,377.38,377.72,377.94,378.12,378.04,377.94,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2006,377.87,377.8,377.9,378.18,378.45,378.65,379.06,379.43,379.55,379.61,379.58,379.5,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2007,379.42,379.34,379.48,379.92,380.27,380.56,380.99,381.42,381.79,381.97,381.93,381.93,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2008,381.92,381.86,382.0,382.15,382.2,382.51,383.05,383.44,383.67,383.77,383.64,383.53,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2009,383.46,383.29,383.34,383.55,383.72,383.96,384.3,384.72,385.09,385.27,385.25,385.18,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2010,384.87,384.53,384.62,384.86,385.21,385.75,386.35,387.05,387.47,387.51,387.39,387.08,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2011,386.78,386.82,386.89,387.0,387.28,387.66,388.09,388.53,388.85,389.02,389.05,389.03,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2012,388.8,388.49,388.61,388.93,389.17,389.6,390.25,390.89,391.29,391.31,391.25,391.32,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2013,391.43,391.37,391.28,391.54,392.01,392.47,392.93,393.53,393.95,393.94,393.88,393.87,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2014,393.73,393.46,393.49,393.82,394.11,394.58,395.08,395.52,395.86,395.98,395.84,395.58,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2015,395.58,395.62,395.7,396.08,396.63,397.1,397.48,398.07,398.5,398.56,398.58,398.53,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2016,398.26,398.25,398.76,399.34,399.86,400.39,400.99,401.47,401.62,401.6,401.52,401.4,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
SYO,2017,401.2,401.16,401.25,401.34,401.64,402.02,402.65,403.26,403.58,403.81,403.78,403.72,"Syowa Station, Antarctica",Japan,-69.013,39.59,14.0,+3 hours
TAP,1990,361.06,361.06,361.06,361.06,361.06,361.06,361.06,361.06,361.06,361.06,360.82,361.29,Tae-ahn Peninsula,Republic of Korea,36.738,126.133,16.0,+9 hours
